,Tag,Name,Keyword,VR,VM,Unnamed: 5
2153,"(0032,1034)",Requesting Service Code Sequence,RequestingServiceCodeSequence,SQ,1,
2154,"(0032,1040)",Study Arrival Date,StudyArrivalDate,DA,1,RET (2004)
2155,"(0032,1041)",Study Arrival Time,StudyArrivalTime,TM,1,RET (2004)
2156,"(0032,1050)",Study Completion Date,StudyCompletionDate,DA,1,RET (2004)
2157,"(0032,1051)",Study Completion Time,StudyCompletionTime,TM,1,RET (2004)
2158,"(0032,1055)",Study Component Status ID,StudyComponentStatusID,CS,1,RET (2004)
2159,"(0032,1060)",Requested Procedure Description,RequestedProcedureDescription,LO,1,
2160,"(0032,1064)",Requested Procedure Code Sequence,RequestedProcedureCodeSequence,SQ,1,
2161,"(0032,1066)",Reason for Visit,ReasonForVisit,UT,1,
2162,"(0032,1067)",Reason for Visit Code Sequence,ReasonForVisitCodeSequence,SQ,1,
2163,"(0032,1070)",Requested Contrast Agent,RequestedContrastAgent,LO,1,
2164,"(0032,4000)",Study Comments,StudyComments,LT,1,RET (2007)
2165,"(0034,0001)",Flow Identifier Sequence,FlowIdentifierSequence,SQ,1,
2166,"(0034,0002)",Flow Identifier,FlowIdentifier,OB,1,
2167,"(0034,0003)",Flow Transfer Syntax UID,FlowTransferSyntaxUID,UI,1,
2168,"(0034,0004)",Flow RTP Sampling Rate,FlowRTPSamplingRate,UL,1,
2169,"(0034,0005)",Source Identifier,SourceIdentifier,OB,1,
2170,"(0034,0007)",Frame Origin Timestamp,FrameOriginTimestamp,OB,1,
2171,"(0034,0008)",Includes Imaging Subject,IncludesImagingSubject,CS,1,
2172,"(0034,0009)",Frame Usefulness Group Sequence,FrameUsefulnessGroupSequence,SQ,1,
2173,"(0034,000A)",Real-Time Bulk Data Flow Sequence,RealTimeBulkDataFlowSequence,SQ,1,
2174,"(0034,000B)",Camera Position Group Sequence,CameraPositionGroupSequence,SQ,1,
2175,"(0034,000C)",Includes Information,IncludesInformation,CS,1,
2176,"(0034,000D)",Time of Frame Group Sequence,TimeOfFrameGroupSequence,SQ,1,
2177,"(0038,0004)",Referenced Patient Alias Sequence,ReferencedPatientAliasSequence,SQ,1,
2178,"(0038,0008)",Visit Status ID,VisitStatusID,CS,1,
2179,"(0038,0010)",Admission ID,AdmissionID,LO,1,
2180,"(0038,0011)",Issuer of Admission ID,IssuerOfAdmissionID,LO,1,RET (2008)
2181,"(0038,0014)",Issuer of Admission ID Sequence,IssuerOfAdmissionIDSequence,SQ,1,
2182,"(0038,0016)",Route of Admissions,RouteOfAdmissions,LO,1,
2183,"(0038,001A)",Scheduled Admission Date,ScheduledAdmissionDate,DA,1,RET (2004)
2184,"(0038,001B)",Scheduled Admission Time,ScheduledAdmissionTime,TM,1,RET (2004)
2185,"(0038,001C)",Scheduled Discharge Date,ScheduledDischargeDate,DA,1,RET (2004)
2186,"(0038,001D)",Scheduled Discharge Time,ScheduledDischargeTime,TM,1,RET (2004)
2187,"(0038,001E)",Scheduled Patient Institution Residence,ScheduledPatientInstitutionResidence,LO,1,RET (2004)
2188,"(0038,0020)",Admitting Date,AdmittingDate,DA,1,
2189,"(0038,0021)",Admitting Time,AdmittingTime,TM,1,
2190,"(0038,0030)",Discharge Date,DischargeDate,DA,1,RET (2004)
2191,"(0038,0032)",Discharge Time,DischargeTime,TM,1,RET (2004)
2192,"(0038,0040)",Discharge Diagnosis Description,DischargeDiagnosisDescription,LO,1,RET (2004)
2193,"(0038,0044)",Discharge Diagnosis Code Sequence,DischargeDiagnosisCodeSequence,SQ,1,RET (2004)
2194,"(0038,0050)",Special Needs,SpecialNeeds,LO,1,
2195,"(0038,0060)",Service Episode ID,ServiceEpisodeID,LO,1,
2196,"(0038,0061)",Issuer of Service Episode ID,IssuerOfServiceEpisodeID,LO,1,RET (2008)
2197,"(0038,0062)",Service Episode Description,ServiceEpisodeDescription,LO,1,
2198,"(0038,0064)",Issuer of Service Episode ID Sequence,IssuerOfServiceEpisodeIDSequence,SQ,1,
2199,"(0038,0100)",Pertinent Documents Sequence,PertinentDocumentsSequence,SQ,1,
2200,"(0038,0101)",Pertinent Resources Sequence,PertinentResourcesSequence,SQ,1,
2201,"(0038,0102)",Resource Description,ResourceDescription,LO,1,
2202,"(0038,0300)",Current Patient Location,CurrentPatientLocation,LO,1,
2203,"(0038,0400)",Patient's Institution Residence,PatientInstitutionResidence,LO,1,
2204,"(0038,0500)",Patient State,PatientState,LO,1,
2205,"(0038,0502)",Patient Clinical Trial Participation Sequence,PatientClinicalTrialParticipationSequence,SQ,1,
2206,"(0038,4000)",Visit Comments,VisitComments,LT,1,
2207,"(003A,0004)",Waveform Originality,WaveformOriginality,CS,1,
2208,"(003A,0005)",Number of Waveform Channels,NumberOfWaveformChannels,US,1,
2209,"(003A,0010)",Number of Waveform Samples,NumberOfWaveformSamples,UL,1,
2210,"(003A,001A)",Sampling Frequency,SamplingFrequency,DS,1,
2211,"(003A,0020)",Multiplex Group Label,MultiplexGroupLabel,SH,1,
2212,"(003A,0200)",Channel Definition Sequence,ChannelDefinitionSequence,SQ,1,
2213,"(003A,0202)",Waveform Channel Number,WaveformChannelNumber,IS,1,
2214,"(003A,0203)",Channel Label,ChannelLabel,SH,1,
2215,"(003A,0205)",Channel Status,ChannelStatus,CS,1-n,
2216,"(003A,0208)",Channel Source Sequence,ChannelSourceSequence,SQ,1,
2217,"(003A,0209)",Channel Source Modifiers Sequence,ChannelSourceModifiersSequence,SQ,1,
2218,"(003A,020A)",Source Waveform Sequence,SourceWaveformSequence,SQ,1,
2219,"(003A,020C)",Channel Derivation Description,ChannelDerivationDescription,LO,1,
2220,"(003A,0210)",Channel Sensitivity,ChannelSensitivity,DS,1,
2221,"(003A,0211)",Channel Sensitivity Units Sequence,ChannelSensitivityUnitsSequence,SQ,1,
2222,"(003A,0212)",Channel Sensitivity Correction Factor,ChannelSensitivityCorrectionFactor,DS,1,
2223,"(003A,0213)",Channel Baseline,ChannelBaseline,DS,1,
2224,"(003A,0214)",Channel Time Skew,ChannelTimeSkew,DS,1,
2225,"(003A,0215)",Channel Sample Skew,ChannelSampleSkew,DS,1,
2226,"(003A,0218)",Channel Offset,ChannelOffset,DS,1,
2227,"(003A,021A)",Waveform Bits Stored,WaveformBitsStored,US,1,
2228,"(003A,0220)",Filter Low Frequency,FilterLowFrequency,DS,1,
2229,"(003A,0221)",Filter High Frequency,FilterHighFrequency,DS,1,
2230,"(003A,0222)",Notch Filter Frequency,NotchFilterFrequency,DS,1,
2231,"(003A,0223)",Notch Filter Bandwidth,NotchFilterBandwidth,DS,1,
2232,"(003A,0230)",Waveform Data Display Scale,WaveformDataDisplayScale,FL,1,
2233,"(003A,0231)",Waveform Display Background CIELab Value,WaveformDisplayBackgroundCIELabValue,US,3,
2234,"(003A,0240)",Waveform Presentation Group Sequence,WaveformPresentationGroupSequence,SQ,1,
2235,"(003A,0241)",Presentation Group Number,PresentationGroupNumber,US,1,
2236,"(003A,0242)",Channel Display Sequence,ChannelDisplaySequence,SQ,1,
2237,"(003A,0244)",Channel Recommended Display CIELab Value,ChannelRecommendedDisplayCIELabValue,US,3,
2238,"(003A,0245)",Channel Position,ChannelPosition,FL,1,
2239,"(003A,0246)",Display Shading Flag,DisplayShadingFlag,CS,1,
2240,"(003A,0247)",Fractional Channel Display Scale,FractionalChannelDisplayScale,FL,1,
2241,"(003A,0248)",Absolute Channel Display Scale,AbsoluteChannelDisplayScale,FL,1,
2242,"(003A,0300)",Multiplexed Audio Channels Description Code Sequence,MultiplexedAudioChannelsDescriptionCodeSequence,SQ,1,
2243,"(003A,0301)",Channel Identification Code,ChannelIdentificationCode,IS,1,
2244,"(003A,0302)",Channel Mode,ChannelMode,CS,1,
2245,"(003A,0310)",Multiplex Group UID,MultiplexGroupUID,UI,1,
2246,"(003A,0311)",Powerline Frequency,PowerlineFrequency,DS,1,
2247,"(003A,0312)",Channel Impedance Sequence,ChannelImpedanceSequence,SQ,1,
2248,"(003A,0313)",Impedance Value,ImpedanceValue,DS,1,
2249,"(003A,0314)",Impedance Measurement DateTime,ImpedanceMeasurementDateTime,DT,1,
2250,"(003A,0315)",Impedance Measurement Frequency,ImpedanceMeasurementFrequency,DS,1,
2251,"(003A,0316)",Impedance Measurement Current Type,ImpedanceMeasurementCurrentType,CS,1,
2252,"(0040,0001)",Scheduled Station AE Title,ScheduledStationAETitle,AE,1-n,
2253,"(0040,0002)",Scheduled Procedure Step Start Date,ScheduledProcedureStepStartDate,DA,1,
2254,"(0040,0003)",Scheduled Procedure Step Start Time,ScheduledProcedureStepStartTime,TM,1,
2255,"(0040,0004)",Scheduled Procedure Step End Date,ScheduledProcedureStepEndDate,DA,1,
2256,"(0040,0005)",Scheduled Procedure Step End Time,ScheduledProcedureStepEndTime,TM,1,
2257,"(0040,0006)",Scheduled Performing Physician's Name,ScheduledPerformingPhysicianName,PN,1,
2258,"(0040,0007)",Scheduled Procedure Step Description,ScheduledProcedureStepDescription,LO,1,
2259,"(0040,0008)",Scheduled Protocol Code Sequence,ScheduledProtocolCodeSequence,SQ,1,
2260,"(0040,0009)",Scheduled Procedure Step ID,ScheduledProcedureStepID,SH,1,
2261,"(0040,000A)",Stage Code Sequence,StageCodeSequence,SQ,1,
2262,"(0040,000B)",Scheduled Performing Physician Identification Sequence,ScheduledPerformingPhysicianIdentificationSequence,SQ,1,
2263,"(0040,0010)",Scheduled Station Name,ScheduledStationName,SH,1-n,
2264,"(0040,0011)",Scheduled Procedure Step Location,ScheduledProcedureStepLocation,SH,1,
2265,"(0040,0012)",Pre-Medication,PreMedication,LO,1,
2266,"(0040,0020)",Scheduled Procedure Step Status,ScheduledProcedureStepStatus,CS,1,
2267,"(0040,0026)",Order Placer Identifier Sequence,OrderPlacerIdentifierSequence,SQ,1,
2268,"(0040,0027)",Order Filler Identifier Sequence,OrderFillerIdentifierSequence,SQ,1,
2269,"(0040,0031)",Local Namespace Entity ID,LocalNamespaceEntityID,UT,1,
2270,"(0040,0032)",Universal Entity ID,UniversalEntityID,UT,1,
2271,"(0040,0033)",Universal Entity ID Type,UniversalEntityIDType,CS,1,
2272,"(0040,0035)",Identifier Type Code,IdentifierTypeCode,CS,1,
2273,"(0040,0036)",Assigning Facility Sequence,AssigningFacilitySequence,SQ,1,
2274,"(0040,0039)",Assigning Jurisdiction Code Sequence,AssigningJurisdictionCodeSequence,SQ,1,
2275,"(0040,003A)",Assigning Agency or Department Code Sequence,AssigningAgencyOrDepartmentCodeSequence,SQ,1,
2276,"(0040,0100)",Scheduled Procedure Step Sequence,ScheduledProcedureStepSequence,SQ,1,
2277,"(0040,0220)",Referenced Non-Image Composite SOP Instance Sequence,ReferencedNonImageCompositeSOPInstanceSequence,SQ,1,
2278,"(0040,0241)",Performed Station AE Title,PerformedStationAETitle,AE,1,
2279,"(0040,0242)",Performed Station Name,PerformedStationName,SH,1,
2280,"(0040,0243)",Performed Location,PerformedLocation,SH,1,
2281,"(0040,0244)",Performed Procedure Step Start Date,PerformedProcedureStepStartDate,DA,1,
2282,"(0040,0245)",Performed Procedure Step Start Time,PerformedProcedureStepStartTime,TM,1,
2283,"(0040,0250)",Performed Procedure Step End Date,PerformedProcedureStepEndDate,DA,1,
2284,"(0040,0251)",Performed Procedure Step End Time,PerformedProcedureStepEndTime,TM,1,
2285,"(0040,0252)",Performed Procedure Step Status,PerformedProcedureStepStatus,CS,1,
2286,"(0040,0253)",Performed Procedure Step ID,PerformedProcedureStepID,SH,1,
2287,"(0040,0254)",Performed Procedure Step Description,PerformedProcedureStepDescription,LO,1,
2288,"(0040,0255)",Performed Procedure Type Description,PerformedProcedureTypeDescription,LO,1,
2289,"(0040,0260)",Performed Protocol Code Sequence,PerformedProtocolCodeSequence,SQ,1,
2290,"(0040,0261)",Performed Protocol Type,PerformedProtocolType,CS,1,
2291,"(0040,0270)",Scheduled Step Attributes Sequence,ScheduledStepAttributesSequence,SQ,1,
2292,"(0040,0275)",Request Attributes Sequence,RequestAttributesSequence,SQ,1,
2293,"(0040,0280)",Comments on the Performed Procedure Step,CommentsOnThePerformedProcedureStep,ST,1,
2294,"(0040,0281)",Performed Procedure Step Discontinuation Reason Code Sequence,PerformedProcedureStepDiscontinuationReasonCodeSequence,SQ,1,
2295,"(0040,0293)",Quantity Sequence,QuantitySequence,SQ,1,
2296,"(0040,0294)",Quantity,Quantity,DS,1,
2297,"(0040,0295)",Measuring Units Sequence,MeasuringUnitsSequence,SQ,1,
2298,"(0040,0296)",Billing Item Sequence,BillingItemSequence,SQ,1,
2299,"(0040,0300)",Total Time of Fluoroscopy,TotalTimeOfFluoroscopy,US,1,RET (2017c)
2300,"(0040,0301)",Total Number of Exposures,TotalNumberOfExposures,US,1,RET (2017c)
2301,"(0040,0302)",Entrance Dose,EntranceDose,US,1,
2302,"(0040,0303)",Exposed Area,ExposedArea,US,1-2,
2303,"(0040,0306)",Distance Source to Entrance,DistanceSourceToEntrance,DS,1,
2304,"(0040,0307)",Distance Source to Support,DistanceSourceToSupport,DS,1,RET (2001)
2305,"(0040,030E)",Exposure Dose Sequence,ExposureDoseSequence,SQ,1,RET (2017c)
2306,"(0040,0310)",Comments on Radiation Dose,CommentsOnRadiationDose,ST,1,
2307,"(0040,0312)",X-Ray Output,XRayOutput,DS,1,
2308,"(0040,0314)",Half Value Layer,HalfValueLayer,DS,1,
2309,"(0040,0316)",Organ Dose,OrganDose,DS,1,
2310,"(0040,0318)",Organ Exposed,OrganExposed,CS,1,
2311,"(0040,0320)",Billing Procedure Step Sequence,BillingProcedureStepSequence,SQ,1,
2312,"(0040,0321)",Film Consumption Sequence,FilmConsumptionSequence,SQ,1,
2313,"(0040,0324)",Billing Supplies and Devices Sequence,BillingSuppliesAndDevicesSequence,SQ,1,
2314,"(0040,0330)",Referenced Procedure Step Sequence,ReferencedProcedureStepSequence,SQ,1,RET (2001)
2315,"(0040,0340)",Performed Series Sequence,PerformedSeriesSequence,SQ,1,
2316,"(0040,0400)",Comments on the Scheduled Procedure Step,CommentsOnTheScheduledProcedureStep,LT,1,
2317,"(0040,0440)",Protocol Context Sequence,ProtocolContextSequence,SQ,1,
2318,"(0040,0441)",Content Item Modifier Sequence,ContentItemModifierSequence,SQ,1,
2319,"(0040,0500)",Scheduled Specimen Sequence,ScheduledSpecimenSequence,SQ,1,
2320,"(0040,050A)",Specimen Accession Number,SpecimenAccessionNumber,LO,1,RET (2008)
2321,"(0040,0512)",Container Identifier,ContainerIdentifier,LO,1,
2322,"(0040,0513)",Issuer of the Container Identifier Sequence,IssuerOfTheContainerIdentifierSequence,SQ,1,
2323,"(0040,0515)",Alternate Container Identifier Sequence,AlternateContainerIdentifierSequence,SQ,1,
2324,"(0040,0518)",Container Type Code Sequence,ContainerTypeCodeSequence,SQ,1,
2325,"(0040,051A)",Container Description,ContainerDescription,LO,1,
2326,"(0040,0520)",Container Component Sequence,ContainerComponentSequence,SQ,1,
2327,"(0040,0550)",Specimen Sequence,SpecimenSequence,SQ,1,RET (2008)
2328,"(0040,0551)",Specimen Identifier,SpecimenIdentifier,LO,1,
2329,"(0040,0552)",Specimen Description Sequence (Trial),SpecimenDescriptionSequenceTrial,SQ,1,RET (2007)
2330,"(0040,0553)",Specimen Description (Trial),SpecimenDescriptionTrial,ST,1,RET (2007)
2331,"(0040,0554)",Specimen UID,SpecimenUID,UI,1,
2332,"(0040,0555)",Acquisition Context Sequence,AcquisitionContextSequence,SQ,1,
2333,"(0040,0556)",Acquisition Context Description,AcquisitionContextDescription,ST,1,
2334,"(0040,059A)",Specimen Type Code Sequence,SpecimenTypeCodeSequence,SQ,1,
2335,"(0040,0560)",Specimen Description Sequence,SpecimenDescriptionSequence,SQ,1,
2336,"(0040,0562)",Issuer of the Specimen Identifier Sequence,IssuerOfTheSpecimenIdentifierSequence,SQ,1,
2337,"(0040,0600)",Specimen Short Description,SpecimenShortDescription,LO,1,
2338,"(0040,0602)",Specimen Detailed Description,SpecimenDetailedDescription,UT,1,
2339,"(0040,0610)",Specimen Preparation Sequence,SpecimenPreparationSequence,SQ,1,
2340,"(0040,0612)",Specimen Preparation Step Content Item Sequence,SpecimenPreparationStepContentItemSequence,SQ,1,
2341,"(0040,0620)",Specimen Localization Content Item Sequence,SpecimenLocalizationContentItemSequence,SQ,1,
2342,"(0040,06FA)",Slide Identifier,SlideIdentifier,LO,1,RET (2008)
2343,"(0040,0710)",Whole Slide Microscopy Image Frame Type Sequence,WholeSlideMicroscopyImageFrameTypeSequence,SQ,1,
2344,"(0040,071A)",Image Center Point Coordinates Sequence,ImageCenterPointCoordinatesSequence,SQ,1,
2345,"(0040,072A)",X Offset in Slide Coordinate System,XOffsetInSlideCoordinateSystem,DS,1,
2346,"(0040,073A)",Y Offset in Slide Coordinate System,YOffsetInSlideCoordinateSystem,DS,1,
2347,"(0040,074A)",Z Offset in Slide Coordinate System,ZOffsetInSlideCoordinateSystem,DS,1,
2348,"(0040,08D8)",Pixel Spacing Sequence,PixelSpacingSequence,SQ,1,RET (2009)
2349,"(0040,08DA)",Coordinate System Axis Code Sequence,CoordinateSystemAxisCodeSequence,SQ,1,RET (2009)
2350,"(0040,08EA)",Measurement Units Code Sequence,MeasurementUnitsCodeSequence,SQ,1,
2351,"(0040,09F8)",Vital Stain Code Sequence (Trial),VitalStainCodeSequenceTrial,SQ,1,RET (2007)
2352,"(0040,1001)",Requested Procedure ID,RequestedProcedureID,SH,1,
2353,"(0040,1002)",Reason for the Requested Procedure,ReasonForTheRequestedProcedure,LO,1,
2354,"(0040,1003)",Requested Procedure Priority,RequestedProcedurePriority,SH,1,
2355,"(0040,1004)",Patient Transport Arrangements,PatientTransportArrangements,LO,1,
2356,"(0040,1005)",Requested Procedure Location,RequestedProcedureLocation,LO,1,
2357,"(0040,1006)",Placer Order Number / Procedure,PlacerOrderNumberProcedure,SH,1,RET (1998)
2358,"(0040,1007)",Filler Order Number / Procedure,FillerOrderNumberProcedure,SH,1,RET (1998)
2359,"(0040,1008)",Confidentiality Code,ConfidentialityCode,LO,1,
2360,"(0040,1009)",Reporting Priority,ReportingPriority,SH,1,
2361,"(0040,100A)",Reason for Requested Procedure Code Sequence,ReasonForRequestedProcedureCodeSequence,SQ,1,
2362,"(0040,1010)",Names of Intended Recipients of Results,NamesOfIntendedRecipientsOfResults,PN,1-n,
2363,"(0040,1011)",Intended Recipients of Results Identification Sequence,IntendedRecipientsOfResultsIdentificationSequence,SQ,1,
2364,"(0040,1012)",Reason For Performed Procedure Code Sequence,ReasonForPerformedProcedureCodeSequence,SQ,1,
2365,"(0040,1060)",Requested Procedure Description (Trial),RequestedProcedureDescriptionTrial,LO,1,RET (2009)
2366,"(0040,1101)",Person Identification Code Sequence,PersonIdentificationCodeSequence,SQ,1,
2367,"(0040,1102)",Person's Address,PersonAddress,ST,1,
2368,"(0040,1103)",Person's Telephone Numbers,PersonTelephoneNumbers,LO,1-n,
2369,"(0040,1104)",Person's Telecom Information,PersonTelecomInformation,LT,1,
2370,"(0040,1400)",Requested Procedure Comments,RequestedProcedureComments,LT,1,
2371,"(0040,2001)",Reason for the Imaging Service Request,ReasonForTheImagingServiceRequest,LO,1,RET (2003)
2372,"(0040,2004)",Issue Date of Imaging Service Request,IssueDateOfImagingServiceRequest,DA,1,
2373,"(0040,2005)",Issue Time of Imaging Service Request,IssueTimeOfImagingServiceRequest,TM,1,
2374,"(0040,2006)",Placer Order Number / Imaging Service Request (Retired),PlacerOrderNumberImagingServiceRequestRetired,SH,1,RET (1998)
2375,"(0040,2007)",Filler Order Number / Imaging Service Request (Retired),FillerOrderNumberImagingServiceRequestRetired,SH,1,RET (1998)
2376,"(0040,2008)",Order Entered By,OrderEnteredBy,PN,1,
2377,"(0040,2009)",Order Enterer's Location,OrderEntererLocation,SH,1,
2378,"(0040,2010)",Order Callback Phone Number,OrderCallbackPhoneNumber,SH,1,
2379,"(0040,2011)",Order Callback Telecom Information,OrderCallbackTelecomInformation,LT,1,
2380,"(0040,2016)",Placer Order Number / Imaging Service Request,PlacerOrderNumberImagingServiceRequest,LO,1,
2381,"(0040,2017)",Filler Order Number / Imaging Service Request,FillerOrderNumberImagingServiceRequest,LO,1,
2382,"(0040,2400)",Imaging Service Request Comments,ImagingServiceRequestComments,LT,1,
2383,"(0040,3001)",Confidentiality Constraint on Patient Data Description,ConfidentialityConstraintOnPatientDataDescription,LO,1,
2384,"(0040,4001)",General Purpose Scheduled Procedure Step Status,GeneralPurposeScheduledProcedureStepStatus,CS,1,RET (2011)
2385,"(0040,4002)",General Purpose Performed Procedure Step Status,GeneralPurposePerformedProcedureStepStatus,CS,1,RET (2011)
2386,"(0040,4003)",General Purpose Scheduled Procedure Step Priority,GeneralPurposeScheduledProcedureStepPriority,CS,1,RET (2011)
2387,"(0040,4004)",Scheduled Processing Applications Code Sequence,ScheduledProcessingApplicationsCodeSequence,SQ,1,RET (2011)
2388,"(0040,4005)",Scheduled Procedure Step Start DateTime,ScheduledProcedureStepStartDateTime,DT,1,
2389,"(0040,4006)",Multiple Copies Flag,MultipleCopiesFlag,CS,1,RET (2011)
2390,"(0040,4007)",Performed Processing Applications Code Sequence,PerformedProcessingApplicationsCodeSequence,SQ,1,RET (2017e)
2391,"(0040,4008)",Scheduled Procedure Step Expiration DateTime,ScheduledProcedureStepExpirationDateTime,DT,1,
2392,"(0040,4009)",Human Performer Code Sequence,HumanPerformerCodeSequence,SQ,1,
2393,"(0040,4010)",Scheduled Procedure Step Modification DateTime,ScheduledProcedureStepModificationDateTime,DT,1,
2394,"(0040,4011)",Expected Completion DateTime,ExpectedCompletionDateTime,DT,1,
2395,"(0040,4015)",Resulting General Purpose Performed Procedure Steps Sequence,ResultingGeneralPurposePerformedProcedureStepsSequence,SQ,1,RET (2011)
2396,"(0040,4016)",Referenced General Purpose Scheduled Procedure Step Sequence,ReferencedGeneralPurposeScheduledProcedureStepSequence,SQ,1,RET (2011)
2397,"(0040,4018)",Scheduled Workitem Code Sequence,ScheduledWorkitemCodeSequence,SQ,1,
2398,"(0040,4019)",Performed Workitem Code Sequence,PerformedWorkitemCodeSequence,SQ,1,
2399,"(0040,4020)",Input Availability Flag,InputAvailabilityFlag,CS,1,RET (2017b)
2400,"(0040,4021)",Input Information Sequence,InputInformationSequence,SQ,1,
2401,"(0040,4022)",Relevant Information Sequence,RelevantInformationSequence,SQ,1,RET (2011)
2402,"(0040,4023)",Referenced General Purpose Scheduled Procedure Step Transaction UID,ReferencedGeneralPurposeScheduledProcedureStepTransactionUID,UI,1,RET (2011)
2403,"(0040,4025)",Scheduled Station Name Code Sequence,ScheduledStationNameCodeSequence,SQ,1,
2404,"(0040,4026)",Scheduled Station Class Code Sequence,ScheduledStationClassCodeSequence,SQ,1,
2405,"(0040,4027)",Scheduled Station Geographic Location Code Sequence,ScheduledStationGeographicLocationCodeSequence,SQ,1,
2406,"(0040,4028)",Performed Station Name Code Sequence,PerformedStationNameCodeSequence,SQ,1,
2407,"(0040,4029)",Performed Station Class Code Sequence,PerformedStationClassCodeSequence,SQ,1,
2408,"(0040,4030)",Performed Station Geographic Location Code Sequence,PerformedStationGeographicLocationCodeSequence,SQ,1,
2409,"(0040,4031)",Requested Subsequent Workitem Code Sequence,RequestedSubsequentWorkitemCodeSequence,SQ,1,RET (2011)
2410,"(0040,4032)",Non-DICOM Output Code Sequence,NonDICOMOutputCodeSequence,SQ,1,RET (2011)
2411,"(0040,4033)",Output Information Sequence,OutputInformationSequence,SQ,1,
2412,"(0040,4034)",Scheduled Human Performers Sequence,ScheduledHumanPerformersSequence,SQ,1,
2413,"(0040,4035)",Actual Human Performers Sequence,ActualHumanPerformersSequence,SQ,1,
2414,"(0040,4036)",Human Performer's Organization,HumanPerformerOrganization,LO,1,
2415,"(0040,4037)",Human Performer's Name,HumanPerformerName,PN,1,
2416,"(0040,4040)",Raw Data Handling,RawDataHandling,CS,1,
2417,"(0040,4041)",Input Readiness State,InputReadinessState,CS,1,
2418,"(0040,4050)",Performed Procedure Step Start DateTime,PerformedProcedureStepStartDateTime,DT,1,
2419,"(0040,4051)",Performed Procedure Step End DateTime,PerformedProcedureStepEndDateTime,DT,1,
2420,"(0040,4052)",Procedure Step Cancellation DateTime,ProcedureStepCancellationDateTime,DT,1,
2421,"(0040,4070)",Output Destination Sequence,OutputDestinationSequence,SQ,1,
2422,"(0040,4071)",DICOM Storage Sequence,DICOMStorageSequence,SQ,1,
2423,"(0040,4072)",STOW-RS Storage Sequence,STOWRSStorageSequence,SQ,1,
2424,"(0040,4073)",Storage URL,StorageURL,UR,1,
2425,"(0040,4074)",XDS Storage Sequence,XDSStorageSequence,SQ,1,
2426,"(0040,8302)",Entrance Dose in mGy,EntranceDoseInmGy,DS,1,
2427,"(0040,8303)",Entrance Dose Derivation,EntranceDoseDerivation,CS,1,
2428,"(0040,9092)",Parametric Map Frame Type Sequence,ParametricMapFrameTypeSequence,SQ,1,
2429,"(0040,9094)",Referenced Image Real World Value Mapping Sequence,ReferencedImageRealWorldValueMappingSequence,SQ,1,
2430,"(0040,9096)",Real World Value Mapping Sequence,RealWorldValueMappingSequence,SQ,1,
2431,"(0040,9098)",Pixel Value Mapping Code Sequence,PixelValueMappingCodeSequence,SQ,1,
2432,"(0040,9210)",LUT Label,LUTLabel,SH,1,
2433,"(0040,9211)",Real World Value Last Value Mapped,RealWorldValueLastValueMapped,US or SS,1,
2434,"(0040,9212)",Real World Value LUT Data,RealWorldValueLUTData,FD,1-n,
2435,"(0040,9213)",Double Float Real World Value Last Value Mapped,DoubleFloatRealWorldValueLastValueMapped,FD,1,
2436,"(0040,9214)",Double Float Real World Value First Value Mapped,DoubleFloatRealWorldValueFirstValueMapped,FD,1,
2437,"(0040,9216)",Real World Value First Value Mapped,RealWorldValueFirstValueMapped,US or SS,1,
2438,"(0040,9220)",Quantity Definition Sequence,QuantityDefinitionSequence,SQ,1,
2439,"(0040,9224)",Real World Value Intercept,RealWorldValueIntercept,FD,1,
2440,"(0040,9225)",Real World Value Slope,RealWorldValueSlope,FD,1,
2441,"(0040,A007)",Findings Flag (Trial),FindingsFlagTrial,CS,1,RET (2009)
2442,"(0040,A010)",Relationship Type,RelationshipType,CS,1,
2443,"(0040,A020)",Findings Sequence (Trial),FindingsSequenceTrial,SQ,1,RET (2009)
2444,"(0040,A021)",Findings Group UID (Trial),FindingsGroupUIDTrial,UI,1,RET (2009)
2445,"(0040,A022)",Referenced Findings Group UID (Trial),ReferencedFindingsGroupUIDTrial,UI,1,RET (2009)
2446,"(0040,A023)",Findings Group Recording Date (Trial),FindingsGroupRecordingDateTrial,DA,1,RET (2009)
2447,"(0040,A024)",Findings Group Recording Time (Trial),FindingsGroupRecordingTimeTrial,TM,1,RET (2009)
2448,"(0040,A026)",Findings Source Category Code Sequence (Trial),FindingsSourceCategoryCodeSequenceTrial,SQ,1,RET (2009)
2449,"(0040,A027)",Verifying Organization,VerifyingOrganization,LO,1,
2450,"(0040,A028)",Documenting Organization Identifier Code Sequence (Trial),DocumentingOrganizationIdentifierCodeSequenceTrial,SQ,1,RET (2009)
2451,"(0040,A030)",Verification DateTime,VerificationDateTime,DT,1,
2452,"(0040,A032)",Observation DateTime,ObservationDateTime,DT,1,
2453,"(0040,A033)",Observation Start DateTime,ObservationStartDateTime,DT,1,
2454,"(0040,A040)",Value Type,ValueType,CS,1,
2455,"(0040,A043)",Concept Name Code Sequence,ConceptNameCodeSequence,SQ,1,
2456,"(0040,A047)",Measurement Precision Description (Trial),MeasurementPrecisionDescriptionTrial,LO,1,RET (2009)
2457,"(0040,A050)",Continuity Of Content,ContinuityOfContent,CS,1,
2458,"(0040,A057)",Urgency or Priority Alerts (Trial),UrgencyOrPriorityAlertsTrial,CS,1-n,RET (2009)
